OrderID,DateKey,CustomerID,ProductID,RepID,Quantity,Discount,SalesAmount,CostAmount,Profit,Region
100753,20250402,236,1086,1,2,0.1,695.76,514.05,181.71,North America
100754,20250801,209,1094,3,4,0.05,1531.87,1062.48,469.39,North America
100755,20230107,161,1065,1,1,0.0,254.8,169.88,84.92,North America
100756,20231126,247,1037,2,7,0.1,3502.49,1989.47,1513.02,North America
100757,20250213,120,1080,2,4,0.1,1253.8,745.34,508.46,North America
100758,20230531,130,1050,6,4,0.0,130.4,69.64,60.76,Europe
100759,20230527,199,1074,8,5,0.0,196.4,126.65,69.75,Europe
100760,20250703,138,1065,11,3,0.1,853.07,631.95,221.12,Asia Pacific
100761,20241130,177,1060,11,2,0.0,1528.51,725.63,802.88,Asia Pacific
100762,20230323,75,1021,4,1,0.0,39.36,18.58,20.78,North America
100763,20240528,57,1087,13,2,0.05,805.6,582.04,223.56,Asia Pacific
100764,20250325,96,1001,6,6,0.1,3621.6,2188.4,1433.2,Europe
100765,20241209,143,1046,7,1,0.15,525.02,342.17,182.85,Europe
100766,20250115,187,1060,13,1,0.2,676.91,401.69,275.22,Asia Pacific
100767,20251019,39,1063,14,1,0.0,844.12,406.87,437.25,Asia Pacific
100768,20241207,88,1054,11,4,0.1,526.58,427.3,99.28,Asia Pacific
100769,20240415,123,1081,15,3,0.0,1528.43,857.61,670.82,Asia Pacific
100770,20240131,68,1039,9,1,0.1,207.5,164.18,43.32,Europe
100771,20230918,125,1061,6,1,0.2,146.18,130.61,15.57,Europe
100772,20250315,245,1074,15,1,0.1,43.84,31.41,12.43,Asia Pacific
100773,20250722,187,1025,14,2,0.1,1729.93,962.22,767.71,Asia Pacific
100774,20250623,205,1023,15,1,0.05,266.86,158.88,107.98,Asia Pacific
100775,20251212,103,1059,7,5,0.15,3364.32,2216.87,1147.45,Europe
100776,20250728,58,1055,12,2,0.1,385.29,296.24,89.05,Asia Pacific
100777,20250503,221,1052,11,1,0.0,687.07,450.73,236.34,Asia Pacific
100778,20240815,238,1060,6,2,0.05,1452.08,725.63,726.45,Europe
100779,20241214,94,1076,14,7,0.2,679.32,487.88,191.44,Asia Pacific
100780,20240923,211,1067,15,5,0.0,3362.69,2113.72,1248.97,Asia Pacific
100781,20230228,165,1098,13,1,0.0,614.83,291.75,323.08,Asia Pacific
100782,20230508,26,1018,14,3,0.0,521.79,375.96,145.83,Asia Pacific
100783,20250105,88,1051,15,1,0.15,239.3,160.17,79.13,Asia Pacific
100784,20241221,30,1034,4,5,0.0,422.13,192.92,229.21,North America
100785,20240609,125,1023,6,2,0.05,482.08,287.01,195.07,Europe
100786,20240604,160,1014,6,2,0.1,646.51,535.36,111.15,Europe
100787,20240705,160,1006,10,5,0.0,2787.4,1869.34,918.06,Europe
100788,20230825,204,1088,9,5,0.2,1832.12,1389.6,442.52,Europe
100789,20240508,72,1040,13,3,0.15,1838.58,1162.32,676.26,Asia Pacific
100790,20230104,61,1059,3,2,0.2,1021.42,715.12,306.3,North America
100791,20241027,222,1005,8,3,0.15,81.48,44.12,37.36,Europe
100792,20240317,203,1034,8,4,0.15,287.05,154.34,132.71,Europe
100793,20230129,51,1089,12,3,0.0,1601.79,1125.03,476.76,Asia Pacific
100794,20240901,150,1040,2,2,0.1,1297.82,774.88,522.94,North America
100795,20250315,152,1029,8,3,0.05,128.67,85.04,43.63,Europe
100796,20230316,223,1035,9,1,0.0,458.5,310.04,148.46,Europe
100797,20250417,248,1068,10,1,0.15,427.63,260.3,167.33,Europe
100798,20230508,203,1036,10,1,0.2,11.68,7.18,4.5,Europe
100799,20230211,11,1007,6,1,0.2,90.04,76.82,13.22,Europe
100800,20230210,89,1024,4,3,0.1,874.77,662.85,211.92,North America
100801,20250722,228,1001,2,2,0.1,1207.2,729.47,477.73,North America
100802,20230203,126,1026,13,3,0.0,2375.46,1128.3,1247.16,Asia Pacific
100803,20251106,27,1072,9,9,0.15,1486.08,1311.41,174.67,Europe
100804,20250924,169,1080,14,2,0.0,696.56,372.67,323.89,Asia Pacific
100805,20240810,46,1080,9,1,0.1,283.12,168.3,114.82,Europe
100806,20231208,237,1061,9,2,0.05,347.19,261.22,85.97,Europe
100807,20230127,215,1070,12,2,0.0,1176.0,770.34,405.66,Asia Pacific
100808,20241007,219,1075,14,5,0.1,2778.7,2037.11,741.59,Asia Pacific
100809,20241231,80,1098,5,2,0.15,1170.64,653.52,517.12,North America
100810,20230617,119,1098,10,1,0.15,522.61,291.75,230.86,Europe
100811,20240901,223,1038,7,3,0.1,1279.7,1040.42,239.28,Europe
100812,20230925,113,1096,11,1,0.2,539.5,360.67,178.83,Asia Pacific
100813,20250331,7,1064,8,2,0.2,27.06,19.22,7.84,Europe
100814,20240330,19,1085,3,1,0.05,381.44,305.36,76.08,North America
100815,20250624,49,1069,3,1,0.0,400.78,184.3,216.48,North America
100816,20250710,78,1071,6,3,0.2,941.52,749.25,192.27,Europe
100817,20250907,155,1093,9,1,0.15,621.8,406.47,215.33,Europe
100818,20241202,249,1032,1,11,0.0,2555.17,1428.75,1126.42,North America
100819,20240925,41,1009,4,2,0.0,614.52,393.39,221.13,North America
100820,20230510,196,1092,12,2,0.1,364.41,213.78,150.63,Asia Pacific
100821,20251016,98,1056,10,6,0.15,4772.22,2769.39,2002.83,Europe
100822,20250329,72,1076,11,3,0.0,402.91,231.5,171.41,Asia Pacific
100823,20241123,49,1083,4,5,0.0,1082.65,737.58,345.07,North America
100824,20250304,116,1011,7,4,0.0,973.25,597.18,376.07,Europe
100825,20230129,141,1079,1,2,0.05,367.33,197.74,169.59,North America
100826,20230529,102,1039,14,2,0.0,411.7,293.18,118.52,Asia Pacific
100827,20230111,163,1022,4,1,0.05,193.15,107.22,85.93,North America
100828,20241106,191,1029,7,11,0.0,448.57,281.64,166.93,Europe
100829,20230706,46,1076,6,3,0.05,308.68,186.69,121.99,Europe
100830,20250317,199,1047,10,3,0.15,1707.32,1151.45,555.87,Europe
100831,20250113,179,1089,9,2,0.0,1324.15,930.02,394.13,Europe
100832,20230408,92,1011,4,3,0.05,559.23,361.2,198.03,North America
100833,20230224,115,1070,7,5,0.1,2646.0,1925.85,720.15,Europe
100834,20240914,174,1057,6,1,0.2,476.58,285.81,190.77,Europe
100835,20241025,117,1011,8,4,0.1,791.16,539.39,251.77,Europe
100836,20250127,221,1012,14,1,0.05,437.66,229.59,208.07,Asia Pacific
100837,20240210,46,1046,6,2,0.2,988.27,684.34,303.93,Europe
100838,20230310,210,1046,11,5,0.2,2205.96,1527.55,678.41,Asia Pacific
100839,20250120,182,1077,9,1,0.15,630.85,488.97,141.88,Europe
100840,20250815,164,1037,3,1,0.15,585.97,352.42,233.55,North America
100841,20231231,122,1036,13,2,0.0,29.2,14.36,14.84,Asia Pacific
100842,20240426,4,1028,14,3,0.15,168.45,134.23,34.22,Asia Pacific
100843,20230720,41,1086,5,6,0.0,1870.32,1243.68,626.64,North America
100844,20230603,193,1090,8,4,0.1,705.28,558.88,146.4,Europe
100845,20230314,86,1049,12,1,0.0,21.01,15.04,5.97,Asia Pacific
100846,20241213,174,1023,8,4,0.1,913.41,574.02,339.39,Europe
100847,20231023,133,1038,8,1,0.0,423.18,309.65,113.53,Europe
100848,20251106,14,1051,12,2,0.15,478.6,320.34,158.26,Asia Pacific
100849,20230302,227,1012,3,6,0.05,2117.72,1110.9,1006.82,North America
100850,20250727,246,1022,10,3,0.1,680.72,398.86,281.86,Europe
100851,20230211,214,1045,8,3,0.05,289.13,156.72,132.41,Europe
100852,20230125,194,1045,10,6,0.0,608.7,313.44,295.26,Europe
100853,20251128,189,1013,13,4,0.0,733.34,416.0,317.34,Asia Pacific
100854,20230511,206,1051,5,3,0.05,647.06,387.51,259.55,North America
100855,20230418,119,1068,9,2,0.1,730.3,419.84,310.46,Europe
100856,20230621,83,1057,7,3,0.0,1595.7,765.57,830.13,Europe
100857,20230412,8,1024,7,8,0.1,2332.73,1767.6,565.13,Europe
100858,20250515,39,1043,12,3,0.0,2043.69,1090.67,953.02,Asia Pacific
100859,20240607,28,1012,1,1,0.15,353.7,207.37,146.33,North America
100860,20231002,165,1055,11,1,0.2,138.1,119.45,18.65,Asia Pacific
100861,20251203,231,1027,10,2,0.2,1019.02,598.1,420.92,Europe
100862,20250327,6,1069,6,4,0.15,1362.65,737.2,625.45,Europe
100863,20250814,166,1070,13,2,0.15,1239.5,955.22,284.28,Asia Pacific
100864,20251106,142,1097,4,5,0.15,1181.85,861.3,320.55,North America
100865,20231126,221,1051,12,5,0.2,908.16,645.85,262.31,Asia Pacific
100866,20230112,41,1062,4,3,0.15,408.18,285.09,123.09,North America
100867,20230804,89,1025,5,2,0.0,1550.12,775.98,774.14,North America
100868,20231205,218,1065,3,1,0.1,229.32,169.88,59.44,North America
100869,20241022,248,1080,6,6,0.05,1793.07,1009.81,783.26,Europe
100870,20240109,10,1082,10,1,0.0,93.44,45.54,47.9,Europe
100871,20250902,25,1001,8,2,0.0,1341.33,729.47,611.86,Europe
100872,20241210,140,1056,4,4,0.0,3380.7,1667.59,1713.11,North America
100873,20240410,147,1061,12,1,0.1,184.19,146.28,37.91,Asia Pacific
100874,20240503,170,1099,2,2,0.0,1593.69,796.1,797.59,North America
100875,20230216,215,1018,14,1,0.0,173.93,125.32,48.61,Asia Pacific
100876,20250216,5,1065,1,1,0.0,315.95,210.65,105.3,North America
100877,20251105,162,1035,7,1,0.2,454.83,384.45,70.38,Europe
100878,20241211,6,1029,10,9,0.0,367.01,230.43,136.58,Europe
100879,20240205,1,1077,14,4,0.15,2279.2,1766.6,512.6,Asia Pacific
100880,20250907,58,1015,13,1,0.0,441.53,303.78,137.75,Asia Pacific
100881,20230907,116,1057,9,4,0.15,1808.46,1020.76,787.7,Europe
100882,20240126,238,1054,8,1,0.15,124.33,106.83,17.5,Europe
100883,20231201,106,1095,4,2,0.05,167.3,83.56,83.74,North America
100884,20240920,177,1041,13,1,0.0,206.27,151.98,54.29,Asia Pacific
100885,20230517,234,1052,6,2,0.05,1052.77,726.98,325.79,Europe
100886,20250601,108,1095,11,6,0.0,655.09,310.84,344.25,Asia Pacific
100887,20241118,192,1041,13,11,0.1,2042.08,1671.82,370.26,Asia Pacific
100888,20250406,37,1020,3,1,0.2,92.15,65.98,26.17,North America
100889,20241227,250,1099,5,7,0.15,4741.24,2786.34,1954.9,North America
100890,20240816,161,1097,3,5,0.0,1255.86,777.95,477.91,North America
100891,20250916,93,1073,2,3,0.0,1602.24,914.3,687.94,North America
100892,20240107,127,1078,12,4,0.0,2405.98,1211.8,1194.18,Asia Pacific
100893,20250723,109,1076,13,4,0.1,483.5,308.66,174.84,Asia Pacific
100894,20250921,162,1031,9,1,0.15,567.86,412.11,155.75,Europe
100895,20240206,189,1068,11,1,0.1,408.97,235.11,173.86,Asia Pacific
100896,20240906,113,1055,11,5,0.05,918.34,668.92,249.42,Asia Pacific
100897,20250921,170,1046,2,6,0.05,3897.93,2272.99,1624.94,North America
100898,20240911,121,1052,12,1,0.2,496.46,407.11,89.35,Asia Pacific
100899,20230707,107,1017,13,6,0.0,4700.94,2318.52,2382.42,Asia Pacific
100900,20230511,171,1060,7,2,0.2,1091.79,647.88,443.91,Europe
100901,20250315,199,1072,6,2,0.2,310.81,291.42,19.39,Europe
100902,20250724,198,1065,11,2,0.0,631.9,421.3,210.6,Asia Pacific
100903,20250912,202,1005,12,1,0.0,35.38,16.28,19.1,Asia Pacific
100904,20230702,81,1026,2,4,0.0,3167.28,1504.4,1662.88,North America
100905,20250909,99,1085,3,4,0.0,1778.16,1352.29,425.87,North America
100906,20231230,67,1063,4,1,0.15,578.63,328.12,250.51,North America
100907,20230208,227,1010,2,2,0.0,703.3,493.36,209.94,North America
100908,20240511,195,1050,15,3,0.0,109.54,58.5,51.04,Asia Pacific
100909,20250908,39,1039,15,5,0.05,1212.46,908.86,303.6,Asia Pacific
100910,20250709,20,1095,5,3,0.15,278.41,155.42,122.99,North America
100911,20241222,76,1034,12,7,0.0,590.98,270.09,320.89,Asia Pacific
100912,20230116,248,1007,7,4,0.15,382.67,307.28,75.39,Europe
100913,20240507,4,1056,15,3,0.05,2408.75,1250.69,1158.06,Asia Pacific
100914,20250612,165,1008,13,4,0.0,1100.38,620.89,479.49,Asia Pacific
100915,20231107,105,1057,8,4,0.0,2127.6,1020.76,1106.84,Europe
100916,20250108,122,1096,13,4,0.2,2675.94,1788.92,887.02,Asia Pacific
100917,20240629,102,1025,13,5,0.1,3906.3,2172.74,1733.56,Asia Pacific
100918,20240218,64,1083,7,1,0.0,216.53,147.52,69.01,Europe
100919,20230908,63,1098,11,2,0.1,1106.69,583.5,523.19,Asia Pacific
100920,20250128,162,1050,6,1,0.15,34.36,21.59,12.77,Europe
100921,20251128,63,1042,14,1,0.0,252.48,158.52,93.96,Asia Pacific
100922,20250324,82,1074,8,5,0.0,243.54,157.05,86.49,Europe
100923,20230129,211,1085,12,5,0.0,1792.5,1363.2,429.3,Asia Pacific
100924,20250815,171,1057,10,2,0.1,1187.2,632.87,554.33,Europe
100925,20240421,129,1050,15,4,0.15,124.14,78.0,46.14,Asia Pacific
100926,20231114,166,1007,14,4,0.1,405.18,307.28,97.9,Asia Pacific
100927,20230902,206,1016,3,1,0.0,66.13,30.7,35.43,North America
100928,20250117,226,1091,14,3,0.0,2878.09,1377.33,1500.76,Asia Pacific
100929,20241127,104,1056,6,2,0.0,1690.35,833.8,856.55,Europe
100930,20230929,246,1098,8,4,0.15,2090.42,1167.0,923.42,Europe
100931,20240112,166,1047,13,7,0.1,3809.89,2426.72,1383.17,Asia Pacific
100932,20230923,202,1038,13,1,0.0,423.18,309.65,113.53,Asia Pacific
100933,20250714,121,1094,15,2,0.15,685.31,531.24,154.07,Asia Pacific
100934,20250709,101,1060,6,3,0.0,2538.42,1205.06,1333.36,Europe
100935,20231206,127,1077,11,5,0.0,2992.65,1971.65,1021.0,Asia Pacific
100936,20240124,9,1032,6,1,0.0,232.29,129.89,102.4,Europe
100937,20240730,174,1037,7,5,0.05,2957.65,1591.58,1366.07,Europe
100938,20230103,90,1092,13,5,0.0,1012.25,534.45,477.8,Asia Pacific
100939,20240111,250,1041,2,4,0.15,701.32,607.94,93.38,North America
100940,20231120,204,1014,10,8,0.05,2437.24,1912.0,525.24,Europe
100941,20230526,162,1006,6,7,0.0,3484.25,2336.67,1147.58,Europe
100942,20231020,151,1070,15,4,0.15,1999.2,1540.68,458.52,Asia Pacific
100943,20240307,197,1082,14,1,0.2,74.75,45.54,29.21,Asia Pacific
100944,20241205,69,1075,3,5,0.0,3087.45,2037.11,1050.34,North America
100945,20250806,106,1041,5,3,0.0,685.11,504.8,180.31,North America
100946,20240807,22,1085,2,2,0.1,722.74,610.71,112.03,North America
100947,20240203,198,1025,14,1,0.0,868.07,434.55,433.52,Asia Pacific
100948,20250327,140,1034,3,1,0.05,88.8,42.72,46.08,North America
100949,20250821,235,1051,5,3,0.15,717.9,480.51,237.39,North America
100950,20230706,201,1025,14,4,0.05,2945.23,1551.96,1393.27,Asia Pacific
100951,20230302,101,1065,7,1,0.05,242.06,169.88,72.18,Europe
100952,20250727,118,1054,5,4,0.15,550.61,473.08,77.53,North America
100953,20241210,147,1073,15,5,0.0,2411.98,1376.37,1035.61,Asia Pacific
100954,20250317,81,1099,2,1,0.2,705.78,440.7,265.08,North America
100955,20230111,221,1067,12,1,0.0,600.48,377.45,223.03,Asia Pacific
100956,20251221,161,1083,5,1,0.0,239.73,163.32,76.41,North America
100957,20230814,125,1027,10,2,0.0,1027.24,482.34,544.9,Europe
100958,20240717,40,1096,10,3,0.15,1926.03,1211.85,714.18,Europe
100959,20250210,44,1092,2,4,0.0,1004.15,530.17,473.98,North America
100960,20250603,63,1050,11,5,0.2,161.7,107.94,53.76,Asia Pacific
100961,20230814,247,1076,4,4,0.0,433.24,248.92,184.32,North America
100962,20250404,178,1033,7,4,0.15,517.18,300.92,216.26,Europe
100963,20230806,24,1045,11,5,0.1,456.52,261.2,195.32,Asia Pacific
100964,20250725,148,1043,3,5,0.0,3406.16,1817.78,1588.38,North America
100965,20250122,248,1090,9,1,0.1,218.64,173.25,45.39,Europe
100966,20240520,112,1072,13,4,0.15,596.56,526.44,70.12,Asia Pacific
100967,20230916,211,1043,13,1,0.15,466.97,293.19,173.78,Asia Pacific
100968,20230223,102,1091,12,2,0.2,1237.89,740.5,497.39,Asia Pacific
100969,20251206,88,1026,13,9,0.0,8836.71,4197.28,4639.43,Asia Pacific
100970,20241227,49,1067,4,2,0.0,1345.08,845.49,499.59,North America
100971,20241119,157,1067,14,5,0.05,3194.55,2113.72,1080.83,Asia Pacific
100972,20251109,223,1069,9,5,0.2,1603.12,921.51,681.61,Europe
100973,20240223,161,1062,5,5,0.0,896.39,532.17,364.22,North America
100974,20241120,188,1095,5,8,0.0,788.93,374.35,414.58,North America
100975,20250429,16,1016,14,3,0.2,196.8,114.2,82.6,Asia Pacific
100976,20230303,37,1039,1,5,0.05,977.79,732.95,244.84,North America
100977,20230804,28,1006,1,2,0.2,796.4,667.62,128.78,North America
100978,20230103,126,1046,12,3,0.05,1571.75,916.53,655.22,Asia Pacific
100979,20230609,2,1009,2,7,0.0,1920.38,1229.34,691.04,North America
100980,20250219,145,1090,2,1,0.15,206.49,173.25,33.24,North America
100981,20250611,156,1065,4,4,0.2,1011.05,842.6,168.45,North America
100982,20231125,173,1061,8,2,0.0,365.46,261.22,104.24,Europe
100983,20240802,121,1088,11,5,0.0,2564.97,1556.35,1008.62,Asia Pacific
100984,20250809,67,1032,3,2,0.0,514.35,287.61,226.74,North America
100985,20240926,94,1085,14,4,0.0,1606.08,1221.43,384.65,Asia Pacific
100986,20250914,104,1099,9,2,0.1,1588.0,881.39,706.61,Europe
100987,20250709,228,1022,4,2,0.1,453.81,265.91,187.9,North America
100988,20250107,78,1026,8,1,0.0,981.86,466.36,515.5,Europe
100989,20230619,14,1023,13,3,0.0,679.62,384.39,295.23,Asia Pacific
100990,20240604,145,1076,1,4,0.0,485.23,278.79,206.44,North America
100991,20230209,47,1097,12,1,0.05,213.05,138.92,74.13,Asia Pacific
100992,20250812,231,1075,7,2,0.15,1162.2,902.15,260.05,Europe
100993,20250910,5,1090,4,2,0.1,437.27,346.51,90.76,North America
100994,20250901,232,1088,15,4,0.1,2044.65,1378.48,666.17,Asia Pacific
100995,20230207,201,1095,13,3,0.05,250.94,125.34,125.6,Asia Pacific
100996,20231124,247,1075,2,5,0.0,2756.65,1818.85,937.8,North America
100997,20250702,238,1020,10,3,0.2,276.44,197.94,78.5,Europe
100998,20240329,129,1012,14,1,0.1,374.5,207.37,167.13,Asia Pacific
100999,20230206,185,1050,8,2,0.05,61.94,34.82,27.12,Europe
101000,20250830,178,1046,8,8,0.0,5470.78,3030.66,2440.12,Europe
101001,20250306,172,1040,1,1,0.0,798.26,428.95,369.31,North America
101002,20250830,139,1054,15,1,0.2,129.56,118.27,11.29,Asia Pacific
101003,20240815,60,1072,10,5,0.0,877.3,658.06,219.24,Europe
101004,20251129,83,1074,7,1,0.0,48.71,31.41,17.3,Europe
101005,20230812,24,1043,11,4,0.0,2197.52,1172.76,1024.76,Asia Pacific
101006,20231114,178,1084,6,2,0.15,65.74,42.22,23.52,Europe
101007,20231215,172,1093,5,5,0.05,2802.22,1639.0,1163.22,North America
101008,20230425,236,1092,1,4,0.15,688.33,427.56,260.77,North America
101009,20241128,119,1017,8,4,0.0,3510.04,1731.16,1778.88,Europe
101010,20251129,168,1015,11,1,0.15,375.3,303.78,71.52,Asia Pacific
101011,20230209,102,1064,15,1,0.0,13.64,7.75,5.89,Asia Pacific
101012,20230804,163,1008,3,1,0.0,221.85,125.18,96.67,North America
101013,20231202,180,1083,8,4,0.15,657.32,526.84,130.48,Europe
101014,20230402,7,1037,6,2,0.0,1111.9,568.42,543.48,Europe
101015,20231219,152,1082,9,2,0.2,133.49,81.32,52.17,Europe
101016,20240724,125,1022,9,3,0.0,683.16,360.26,322.9,Europe
101017,20250326,216,1048,14,2,0.1,795.26,524.47,270.79,Asia Pacific
101018,20250219,9,1032,10,4,0.15,874.4,575.21,299.19,Europe
101019,20231229,5,1070,1,7,0.2,3292.8,2696.19,596.61,North America
101020,20240710,45,1031,10,2,0.0,1206.84,744.46,462.38,Europe
101021,20231222,88,1025,11,2,0.0,1550.12,775.98,774.14,Asia Pacific
101022,20230710,66,1048,8,2,0.1,641.34,422.96,218.38,Europe
101023,20240226,182,1089,8,1,0.2,478.4,420.01,58.39,Europe
101024,20241130,168,1094,12,5,0.15,1547.48,1199.58,347.9,Asia Pacific
101025,20230107,196,1067,12,4,0.05,2281.82,1509.8,772.02,Asia Pacific
101026,20230513,162,1075,6,2,0.2,882.13,727.54,154.59,Europe
101027,20240710,109,1075,15,5,0.05,2933.08,2037.11,895.97,Asia Pacific
101028,20250405,147,1050,14,1,0.1,36.38,21.59,14.79,Asia Pacific
101029,20250130,115,1094,9,1,0.0,403.12,265.62,137.5,Europe
101030,20251120,47,1071,12,7,0.0,2746.09,1748.24,997.85,Asia Pacific
101031,20240618,159,1070,13,1,0.05,625.63,431.39,194.24,Asia Pacific
101032,20240301,214,1012,6,3,0.15,1061.09,622.1,438.99,Europe
101033,20241102,192,1083,14,2,0.0,433.06,295.03,138.03,Asia Pacific
101034,20231229,3,1011,3,7,0.0,1373.54,842.8,530.74,North America
101035,20230323,156,1070,4,3,0.0,1764.0,1155.51,608.49,North America
101036,20231222,41,1076,1,7,0.05,720.26,435.61,284.65,North America
101037,20240811,174,1038,7,4,0.0,1895.85,1387.23,508.62,Europe
101038,20231022,177,1099,12,5,0.0,3557.35,1777.0,1780.35,Asia Pacific
101039,20251205,191,1045,10,5,0.0,628.99,323.89,305.1,Europe
101040,20230117,219,1018,13,1,0.0,173.93,125.32,48.61,Asia Pacific
101041,20231226,136,1023,5,5,0.05,1076.06,640.65,435.41,North America
101042,20250515,229,1047,12,3,0.0,2008.61,1151.45,857.16,Asia Pacific
101043,20241130,209,1028,1,8,0.05,502.04,357.95,144.09,North America
101044,20240323,49,1000,2,1,0.2,295.39,171.29,124.1,North America
101045,20250505,18,1099,11,2,0.0,1764.45,881.39,883.06,Asia Pacific
101046,20231231,25,1019,7,2,0.0,933.8,550.54,383.26,Europe
101047,20241105,188,1090,3,1,0.0,219.42,156.49,62.93,North America
101048,20251004,99,1069,5,2,0.1,721.4,368.6,352.8,North America
101049,20240411,66,1082,7,3,0.15,238.28,136.62,101.66,Europe
101050,20240218,26,1036,13,1,0.1,14.72,8.04,6.68,Asia Pacific
101051,20240808,75,1099,3,1,0.0,796.85,398.05,398.8,North America
101052,20250920,37,1056,3,1,0.0,935.73,461.57,474.16,North America
101053,20240725,158,1011,12,3,0.15,560.4,404.54,155.86,Asia Pacific
101054,20231201,5,1058,3,5,0.0,2366.65,1612.25,754.4,North America
101055,20230206,183,1078,10,2,0.15,912.98,540.98,372.0,Europe
101056,20250915,158,1006,15,4,0.0,2468.84,1655.7,813.14,Asia Pacific
101057,20231005,25,1072,7,2,0.0,313.32,235.02,78.3,Europe
101058,20250704,185,1045,6,7,0.15,748.5,453.44,295.06,Europe
101059,20240428,188,1041,4,1,0.0,206.27,151.98,54.29,North America
101060,20241231,13,1039,4,1,0.05,219.02,164.18,54.84,North America
101061,20230711,162,1058,9,3,0.0,1419.99,967.35,452.64,Europe
101062,20251106,193,1056,7,5,0.0,4678.64,2307.83,2370.81,Europe
101063,20240607,138,1090,11,6,0.05,1250.69,938.92,311.77,Asia Pacific
101064,20250706,33,1057,1,9,0.15,5045.6,2847.92,2197.68,North America
101065,20240205,212,1061,10,2,0.1,368.38,292.57,75.81,Europe
101066,20250604,148,1001,2,5,0.15,2850.33,1823.67,1026.66,North America
101067,20241205,95,1026,2,4,0.2,2837.88,1684.93,1152.95,North America
101068,20230122,143,1033,6,1,0.0,122.67,60.67,62.0,Europe
101069,20240418,119,1086,8,2,0.15,593.51,464.31,129.2,Europe
101070,20230729,185,1009,10,3,0.0,823.02,526.86,296.16,Europe
101071,20231102,201,1070,13,4,0.15,1999.2,1540.68,458.52,Asia Pacific
101072,20241204,124,1019,4,5,0.0,2614.64,1541.51,1073.13,North America
101073,20241117,217,1077,5,5,0.0,3351.77,2208.25,1143.52,North America
101074,20231012,197,1000,11,1,0.1,296.71,152.94,143.77,Asia Pacific
101075,20241216,66,1053,8,2,0.0,741.13,374.3,366.83,Europe
101076,20250201,125,1084,10,1,0.0,47.95,26.18,21.77,Europe
101077,20250805,171,1090,8,1,0.0,242.93,173.25,69.68,Europe
101078,20240116,67,1002,2,1,0.05,102.11,74.63,27.48,North America
101079,20240404,231,1092,9,5,0.0,1133.72,598.58,535.14,Europe
101080,20251027,90,1038,12,3,0.05,1495.52,1151.9,343.62,Asia Pacific
101081,20230129,120,1054,2,1,0.15,111.01,95.38,15.63,North America
101082,20250625,43,1086,8,3,0.1,1043.64,771.08,272.56,Europe
101083,20251122,78,1031,7,7,0.0,4676.52,2884.8,1791.72,Europe
101084,20250528,175,1039,1,5,0.05,1212.46,908.86,303.6,North America
101085,20230320,207,1009,13,1,0.15,233.19,175.62,57.57,Asia Pacific
101086,20250804,12,1074,7,1,0.1,43.84,31.41,12.43,Europe
101087,20240403,199,1067,8,3,0.05,1916.73,1268.23,648.5,Europe
101088,20240723,125,1057,9,1,0.2,476.58,285.81,190.77,Europe
101089,20250107,176,1044,15,3,0.1,2052.83,1322.27,730.56,Asia Pacific
101090,20240530,15,1003,2,4,0.2,208.23,125.17,83.06,North America
101091,20240201,94,1002,14,3,0.15,274.09,223.88,50.21,Asia Pacific
101092,20230208,239,1031,11,2,0.2,862.03,664.7,197.33,Asia Pacific
101093,20250605,179,1075,7,3,0.0,2050.95,1353.22,697.73,Europe
101094,20250307,75,1096,2,8,0.2,5351.88,3577.85,1774.03,North America
101095,20230606,107,1037,14,1,0.0,555.95,284.21,271.74,Asia Pacific
101096,20250602,70,1028,3,3,0.15,186.49,148.61,37.88,North America
101097,20250831,240,1002,2,4,0.2,380.81,330.48,50.33,North America
101098,20251111,123,1016,12,4,0.1,295.2,152.27,142.93,Asia Pacific
101099,20250428,108,1010,12,1,0.2,348.84,305.88,42.96,Asia Pacific
101100,20250117,188,1013,5,2,0.2,293.33,208.0,85.33,North America
101101,20250915,153,1050,14,2,0.0,80.85,43.18,37.67,Asia Pacific
101102,20230121,201,1007,14,3,0.1,303.88,230.46,73.42,Asia Pacific
101103,20231030,33,1094,4,2,0.05,617.69,428.42,189.27,North America
101104,20250518,67,1020,4,5,0.1,518.33,329.9,188.43,North America
101105,20230325,125,1076,10,3,0.15,276.19,186.69,89.5,Europe
101106,20240723,151,1090,15,1,0.0,219.42,156.49,62.93,Asia Pacific
101107,20250722,138,1080,11,2,0.0,696.56,372.67,323.89,Asia Pacific
101108,20251005,141,1052,3,3,0.1,1855.09,1352.18,502.91,North America
101109,20250303,7,1076,8,5,0.0,671.52,385.83,285.69,Europe
101110,20250302,234,1099,9,2,0.0,1764.45,881.39,883.06,Europe
101111,20240506,250,1084,1,4,0.2,138.59,94.57,44.02,North America
101112,20230727,24,1057,13,1,0.1,478.71,255.19,223.52,Asia Pacific
101113,20251219,161,1056,5,2,0.1,1684.31,923.13,761.18,North America
101114,20240305,94,1099,13,3,0.0,2390.54,1194.14,1196.4,Asia Pacific
101115,20250911,42,1047,12,3,0.1,1807.75,1151.45,656.3,Asia Pacific
101116,20240603,31,1063,4,4,0.1,2744.74,1469.98,1274.76,North America
101117,20240813,74,1038,9,1,0.0,473.96,346.81,127.15,Europe
101118,20251116,9,1094,8,5,0.0,2015.62,1328.1,687.52,Europe
101119,20230718,88,1038,12,5,0.0,2115.9,1548.25,567.65,Asia Pacific
